record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
150,API Agents vs. GUI Agents: Divergence and Convergence,NO_MATCH,SET_WORKSHOP_NON_ARCHIVAL,Workshop/non-archival,ICML 2025 Workshop on Computer Use Agents,https://arxiv.org/abs/2503.11069,https://www.microsoft.com/en-us/research/publication/api-agents-vs-gui-agents-divergence-and-convergence/,Microsoft Research explicitly lists the paper at the ICML 2025 Workshop on Computer Use Agents.,ChatGPT-assisted manual evidence review,2026-09-13,set Workshop/non-archival; add arXiv and workshop evidence
152,Advances and Challenges in Foundation Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Advances+and+Challenges+in+Foundation+Agents&searchtype=title,https://arxiv.org/search/?query=Advances+and+Challenges+in+Foundation+Agents&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
158,Deep Research Agents: A Systematic Examination And Roadmap,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Deep+Research+Agents%3A+A+Systematic+Examination+And+Roadmap&searchtype=title,https://arxiv.org/search/?query=Deep+Research+Agents%3A+A+Systematic+Examination+And+Roadmap&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
165,Beyond Pipelines: A Survey of the Paradigm Shift toward Model-Native Agentic AI,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Beyond+Pipelines%3A+A+Survey+of+the+Paradigm+Shift+toward+Model-Native+Agentic+AI&searchtype=title,https://arxiv.org/search/?query=Beyond+Pipelines%3A+A+Survey+of+the+Paradigm+Shift+toward+Model-Native+Agentic+AI&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
166,Experience-Driven Exploration for Efficient API-Free AI Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Experience-Driven+Exploration+for+Efficient+API-Free+AI+Agents&searchtype=title,https://arxiv.org/search/?query=Experience-Driven+Exploration+for+Efficient+API-Free+AI+Agents&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
170,"Memory in the Age of AI Agents: A Survey Forms, Functions and Dynamics",NO_MATCH,RETAIN_PREPRINT_NO_FINAL_VENUE,Preprint/technical report,arXiv / manuscript,https://arxiv.org/abs/2512.13564,https://openreview.net/pdf/180d26775b5edf368b1aea4bcf724855acc29c14.pdf,"A manuscript is available on OpenReview, but no final archival venue label was found in targeted review.",ChatGPT-assisted manual evidence review,2026-09-13,retain preprint
172,"AI Agent Systems: Architectures, Applications, and Evaluation",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=AI+Agent+Systems%3A+Architectures%2C+Applications%2C+and+Evaluation&searchtype=title,https://arxiv.org/search/?query=AI+Agent+Systems%3A+Architectures%2C+Applications%2C+and+Evaluation&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
174,"Toward Efficient Agents: Memory, Tool learning, and Planning",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Toward+Efficient+Agents%3A+Memory%2C+Tool+learning%2C+and+Planning&searchtype=title,https://arxiv.org/search/?query=Toward+Efficient+Agents%3A+Memory%2C+Tool+learning%2C+and+Planning&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
201,"Position: Towards Unified Alignment Between Agents, Humans, and Environment",NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,ICML 2024 / PMLR 235,https://proceedings.mlr.press/v235/yang24p.html,https://proceedings.mlr.press/v235/yang24p.html,Official PMLR proceedings page confirms the paper in ICML 2024.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; retain PMLR identifier
251,OTC: Optimal Tool Calls via Reinforcement Learning,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2504.14870,https://arxiv.org/abs/2504.14870,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
252,Towards Agentic RAG with Deep Reasoning: A Survey of RAG-Reasoning Systems in LLMs,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Towards+Agentic+RAG+with+Deep+Reasoning%3A+A+Survey+of+RAG-Reasoning+Systems+in+LLMs&searchtype=title,https://arxiv.org/search/?query=Towards+Agentic+RAG+with+Deep+Reasoning%3A+A+Survey+of+RAG-Reasoning+Systems+in+LLMs&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
254,A Comprehensive Survey of Self-Evolving AI Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.07407,https://arxiv.org/abs/2508.07407,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
256,AgentScope 1.0: A Developer-Centric Framework for Building Agentic Applications,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.16279,https://arxiv.org/abs/2508.16279,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
264,ALITA-G: Self-Evolving Generative Agent for Agent Generation,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2510.23601,https://arxiv.org/abs/2510.23601,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
265,AlphaApollo: Orchestrating Foundation Models and Professional Tools into a Self-Evolving System for Deep Agentic Reasoning,NO_MATCH,SET_WORKSHOP_NON_ARCHIVAL_CORRECT_VENUE,Workshop/non-archival,ICLR 2026 Workshop on AI with Recursive Self-Improvement,https://openreview.net/forum?id=UcIFJPXqrB,https://openreview.net/forum?id=UcIFJPXqrB,"Authoritative workshop record supports an ICLR 2026 workshop paper, not the previously recorded Lifelong Agent Workshop venue.",ChatGPT-assisted manual evidence review,2026-09-13,set Workshop/non-archival; correct workshop venue/identifier
267,The Era of Agentic Organization: Learning to Organize with Language Models,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2510.26658,https://arxiv.org/abs/2510.26658,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
301,Synapse: Leveraging Few-Shot Exemplars for Human-Level Computer Control,NO_MATCH,RETAIN_PREPRINT_DUPLICATE_VERSION,Preprint/technical report,arXiv / CoRR,https://arxiv.org/abs/2306.07863,https://dblp.org/rec/journals/corr/abs-2306-07863,DBLP lists Synapse: Leveraging Few-Shot Exemplars for Human-Level Computer Control only as CoRR/arXiv. This overlaps the erroneous archival Synapse record 457 and should be reconciled as a duplicate/version.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint; flag duplicate/version overlap with 457
313,Turn Every Application into an Agent: Towards Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,NO_MATCH,SET_ARCHIVAL_PUBLISHED_RENAMED_FINAL,Archival published,ACL 2025 Long Papers,https://aclanthology.org/2025.acl-long.381/,https://aclanthology.org/2025.acl-long.381/,arXiv 2409.17140 was revised under the final title AXIS: Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents; ACL Anthology confirms the archival ACL 2025 paper.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct title to AXIS; set DOI 10.18653/v1/2025.acl-long.381
316,"AI Agents for Computer Use: A Review of Instruction-based Computer Control, GUI Automation, and Operator Assistants",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2501.16150,https://arxiv.org/abs/2501.16150,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
326,Agentic Web: Weaving the Next Web with AI Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2502.09543,https://arxiv.org/abs/2502.09543,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
327,CoAct-1: Computer-using Agents with Coding as Actions,NO_MATCH,SET_ARCHIVAL_PUBLISHED_ICLR,Archival published,ICLR 2026,https://arxiv.org/abs/2508.03923,https://limelab.science/papers/,Author/lab publication page lists CoAct-1 at ICLR 2026. The register arXiv identifier 2504.13762 is incorrect; the exact paper is arXiv 2508.03923.,ChatGPT-assisted manual evidence review,2026-09-13,upgrade to archival; correct arXiv identifier; add ICLR 2026 venue
329,Are LLM Agents the New RPA: A Comparative Study with RPA Across Enterprise Workflows,NO_MATCH,RETAIN_PREPRINT_NO_ARCHIVAL_PROCEEDINGS,Preprint/technical report,arXiv / CoRR,https://arxiv.org/abs/2509.04198,https://dblp.org/rec/journals/corr/abs-2509-04198,"Although the authors report presenting the work at BPM, DBLP and bibliographic indexing still list this exact work only as CoRR/arXiv; no archival proceedings record was located.",ChatGPT-assisted manual evidence review,2026-09-13,retain preprint until archival proceedings evidence exists
336,A Comprehensive Survey of Agents for Computer Use,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_JAIR_METADATA,Archival published,Journal of Artificial Intelligence Research 85,https://doi.org/10.1613/jair.1.19490,https://jair.org/index.php/jair/article/view/19490,"JAIR published the final article on 26 March 2026. The stored DOI 10.1613/jair.1.17178 is wrong; the correct DOI is 10.1613/jair.1.19490 and the final title includes the subtitle Foundations, Challenges, and Future Directions.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct title and DOI to 10.1613/jair.1.19490
338,WebArena: A Realistic Web Environment for Building Autonomous Agents,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,ICLR 2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4410c0711e9154a7a2d26f9b3816d1ef-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4410c0711e9154a7a2d26f9b3816d1ef-Abstract-Conference.html,Official ICLR proceedings confirm WebArena at ICLR 2024.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; add official proceedings identifier
353,BEARCUBS A benchmark for computer-using web agents,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM 2025,https://openreview.net/forum?id=0JzWiigkUy,https://colmweb.org/2025/AcceptedPapers.html,COLM 2025 accepted-paper list and final OpenReview paper confirm BEARCUBS as an archival conference paper.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; set COLM 2025 and final OpenReview identifier
358,DeepShop: A Benchmark for Deep Research Shopping Agents,NO_MATCH,RETAIN_PREPRINT_UNDER_REVIEW,Preprint/technical report,arXiv / under review,https://arxiv.org/abs/2506.02839,https://renzhaochun.github.io/publications/,Author publication page labels DeepShop Under review; DBLP lists only CoRR/arXiv. A repository appendix named SIGIR26 is not sufficient archival evidence.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint; do not infer SIGIR acceptance from repository filename
365,"BrowseComp-V3: A Visual, Vertical, and Verifiable Benchmark for Multimodal Browsing Agents",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.12876,https://arxiv.org/abs/2602.12876,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
366,PATHWAYS: Evaluating Investigation and Context Discovery in AI Web Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.05354,https://arxiv.org/abs/2602.05354,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
389,A3: Android Agent Arena for Mobile GUI Agents,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_ACL_FINAL_TITLE,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.184/,https://2026.aclweb.org/program/findings/,ACL 2026 accepted Findings list and ACL Anthology confirm the final paper title A3: Android Agent Arena for Mobile GUI Agents with Essential-State Procedural Evaluation.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct final title and canonical ACL identifier
413,NEWSAGENT: Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_ACL_FINAL_TITLE,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.1816/,https://aclanthology.org/2026.findings-acl.1816/,"ACL Anthology confirms the final publication. NEWSAGENT is the benchmark name; the final paper title is Benchmarking Agentic Newswriting via Journalistic Workflows, DOI 10.18653/v1/2026.findings-acl.1816.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct final title and ACL identifier/DOI
431,Auto-Eval Judge: Towards a General Agentic Framework for Task Completion Evaluation,NO_MATCH,RETAIN_PREPRINT_NO_ARCHIVAL_VENUE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2508.05508,https://www.microsoft.com/en-us/research/publication/auto-eval-judge-towards-a-general-agentic-framework-for-task-completion-evaluation/,Microsoft Research lists the work as a publication but provides no conference/journal venue; the authoritative paper identifier remains arXiv 2508.05508.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint/technical-report status absent archival venue
449,UGround: Unified Visual Grounding for GUI Agents,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_ICLR_FINAL_TITLE,Archival published,ICLR 2025 Oral,https://openreview.net/forum?id=kxnoqaisCT,https://github.com/OSU-NLP-Group/UGround,Official project citation identifies the ICLR 2025 paper under its final title Navigating the Digital World as Humans Do: Universal Visual Grounding for GUI Agents.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct final title; retain OpenReview identifier
470,"Multimodal LLM Agents: Exploring LLM interactions in Software, Web and Operating Systems",NO_MATCH,RETAIN_WORKSHOP_NON_ARCHIVAL,Workshop/non-archival,Course/workshop paper,,,The register already identifies this as a non-archival course/workshop item; targeted search found no later archival publication.,ChatGPT-assisted manual evidence review,2026-09-13,retain Workshop/non-archival
473,Beyond Pixels: Exploring DOM Downsampling for LLM-Based Web Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.04412,https://arxiv.org/abs/2508.04412,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
486,WebSailor Navigating Super-human Reasoning for Web Agent,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2507.02592,https://arxiv.org/abs/2507.02592,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
487,AgentFold: Long-Horizon Web Agents with Proactive Context Management,NO_MATCH,SET_ARCHIVAL_PUBLISHED_ICLR_FINAL_TITLE,Archival published,ICLR 2026,https://iclr.cc/virtual/2026/poster/10010254,https://iclr.cc/virtual/2026/poster/10010254,Official ICLR 2026 program lists AgentFold. The final title uses Proactive Context Folding rather than the earlier Proactive Context Management title.,ChatGPT-assisted manual evidence review,2026-09-13,upgrade to archival; correct final title and add ICLR 2026 identifier
491,HEAP: HIERARCHICAL POLICIES FOR,NO_MATCH,MERGE_VERSION_WITH_504_FINAL_COLM,Archival published,COLM 2024,https://openreview.net/forum?id=5fg0VtRxgi,https://ryanmcd.github.io/,Ryan McDonald’s publication page explicitly lists SteP: Stacked LLM Policies for Web Actions (COLM 2024) with HeaP as the original version. Record 491 is therefore a predecessor/version duplicate of the final SteP work already represented by record 504.,ChatGPT-assisted manual evidence review,2026-09-13,mark version/duplicate of record 504; do not count twice; final work is SteP at COLM 2024
502,InfiGUI-R1 Advancing Multimodal GUI Agents from Reactive Actors to Deliberative Reasoners,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2504.14239,https://arxiv.org/abs/2504.14239,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
510,Web World Models,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2512.23676,https://arxiv.org/abs/2512.23676,Exact-title search located the Web World Models preprint and project but no archival conference/journal publication.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint
523,NNetscape Navigator: Complex Demonstrations for Web Agents Without a Demonstrator,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2410.02907,https://arxiv.org/abs/2410.02907,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
540,WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2509.06501,https://arxiv.org/abs/2509.06501,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
545,Avenir-Web1: Human-Experience-Imitating Multimodal Web Agents with Mixture of Grounding Experts,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.02468,https://arxiv.org/abs/2602.02468,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
585,ProgRM Build Better GUI Agents with Progress Rewards,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2505.18121,https://arxiv.org/abs/2505.18121,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
607,Online Process Reward Learning for Agentic Reinforcement Learning,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2509.19199,https://arxiv.org/abs/2509.19199,Exact-title search located only the arXiv preprint for Online Process Reward Learning for Agentic Reinforcement Learning.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint
620,The Unreasonable Effectiveness of Scaling Agents for Computer Use,NO_MATCH,RETAIN_PREPRINT_ICLR_UNDER_REVIEW,Preprint/technical report,arXiv / ICLR 2026 submission under review,https://arxiv.org/abs/2510.02250,https://openreview.net/pdf?id=R0viKzJ70t,"The exact OpenReview manuscript is explicitly marked Under review as a conference paper at ICLR 2026, and the title is absent from the official ICLR 2026 papers list.",ChatGPT-assisted manual evidence review,2026-09-13,retain preprint; do not mark ICLR accepted
629,WEBSERV: A Browser-Server Environment for Efficient Training of Reinforcement Learning-based Web Agents at Scale,NO_MATCH,RETAIN_WORKSHOP_NON_ARCHIVAL,Workshop/non-archival,NeurIPS 2025 MTI-LLM Workshop,https://openreview.net/forum?id=YHcHQY8TIY,https://openreview.net/forum?id=YHcHQY8TIY,"Register and OpenReview identify a workshop poster, not an archival main-conference paper.",ChatGPT-assisted manual evidence review,2026-09-13,retain Workshop/non-archival
637,Agent Lightning: Train ANY AI Agents with Reinforcement Learning,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.03680,https://arxiv.org/abs/2508.03680,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
