record_id,title,batch,machine_verdict,decision,final_status,final_venue,evidence_url,final_identifier,flags,corpus_action
384,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=SPA-Bench%3A+A+Comprehensive+Benchmark+for+SmartPhone+Agent+Evaluation,arXiv:2410.15164,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,ICLR 2025,https://proceedings.iclr.cc/papers/search?q=VideoWebArena+Evaluating+Long+Context+Multimodal+Agents+with+Video+Understanding+Web+Tasks,"proceedings.iclr.cc (2025, OpenReview unDQOUah0F); 2410.19100",search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
415,DRBench: A Realistic Benchmark for Enterprise Deep Research,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=DRBench%3A+A+Realistic+Benchmark+for+Enterprise+Deep+Research,arXiv:2510.00172,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
444,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=OS-ATLAS%3A+A+Foundation+Action+Model+for+Generalist+GUI+Agents,arXiv:2410.23218,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
453,LCoW: Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=LCoW%3A+Learning+to+Contextualize+Web+Pages+for+Enhanced+Decision+Making+by+LLM+Agents,arXiv:2503.10689,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,B1_ICLR,DOWNGRADE,SET_PREPRINT_WRONG_ARCHIVAL_CLAIM,Preprint/technical report,arXiv / CoRR,https://dblp.org/rec/journals/corr/abs-2306-07863,https://arxiv.org/abs/2306.07863,duplicate_or_version_reconciliation_required,set Preprint/technical report; correct title to Synapse: Leveraging Few-Shot Exemplars for Human-Level Computer Control; use arXiv 2306.07863; flag duplicate/version overlap with record 301 for later corpus reconciliation
462,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=GUI-World+A+Video+Benchmark+and+Dataset+for+Multimodal+GUI-oriented+Understanding,arXiv:2406.10819,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
470,"Multimodal LLM Agents: Exploring LLM interactions in Software, Web and Operating Systems",B2_NO_MATCH,NO_MATCH,RETAIN_WORKSHOP_NON_ARCHIVAL,Workshop/non-archival,Course/workshop paper,,,missing_evidence_url,retain Workshop/non-archival
483,AGENTOCCAM: A Simple Yet Strong Baseline for LLM-Based Web Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=AGENTOCCAM%3A+A+Simple+Yet+Strong+Baseline+for+LLM-Based+Web+Agents,arXiv:2410.13825,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
491,HEAP: HIERARCHICAL POLICIES FOR,B2_NO_MATCH,NO_MATCH,MERGE_VERSION_WITH_504_FINAL_COLM,Archival published,COLM 2024,https://ryanmcd.github.io/,https://openreview.net/forum?id=5fg0VtRxgi,duplicate_or_version_reconciliation_required,mark version/duplicate of record 504; do not count twice; final work is SteP at COLM 2024
497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=ExACT+Teaching+AI+Agents+to+Explore+with+Reflective-MCTS+and+Exploratory+Learning,arXiv:2410.02052,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
517,WebRL: Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=WebRL%3A+Training+LLM+Web+Agents+via+Self-Evolving+Online+Curriculum+Reinforcement+Learning,arXiv:2411.02337,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Multimodal+Web+Navigation+with+Instruction-Finetuned+Foundation+Models,arXiv:2305.11854,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=AgentTrek+Agent+Trajectory+Synthesis+via+Guiding+Replay+with+Web+Tutorials,arXiv:2412.09605,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=AgentRefine+Enhancing+Agent+Generalization+through+Refinement+Tuning,arXiv:2501.01702,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
538,Go-Browse: Training Web Agents with Structured Exploration,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Go-Browse%3A+Training+Web+Agents+with+Structured+Exploration,arXiv:2506.03533,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
554,WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=WebFactory%3A+Automated+Compression+of+Foundational+Language+Intelligence+into+Grounded+Web+Agents,arXiv:2603.05044,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
569,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Learn-by-interact%3A+A+Data-Centric+Framework+for+Self-Adaptive+Agents+in+Realistic+Environments,arXiv:2501.10893,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
595,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=AgentSynth%3A+Scalable+Task+Generation+for+Generalist+Computer-Use+Agents,arXiv:2506.14205,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
615,"Don’t Just Fine-tune the Agent, Tune the Environment",B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Don%E2%80%99t+Just+Fine-tune+the+Agent%2C+Tune+the+Environment,arXiv:2510.10197,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
619,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Search+Self-play%3A+Pushing+the+Frontier+of+Agent+Capability+without+Supervision,arXiv:2510.18821,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
631,Digi-Q: Learning VLM Q-Value Functions for Training Device-Control Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Digi-Q%3A+Learning+VLM+Q-Value+Functions+for+Training+Device-Control+Agents,arXiv:2502.15760,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Just+Do+It%21-+Computer-Use+Agents+Exhibit+Blind+Goal-Directedness,arXiv:2510.01670,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
667,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=SCRIBES%3A+Web-Scale+Script-Based+Semi-Structured+Data+Extraction+with+Reinforcement+Learning,arXiv:2510.01832,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
702,EIA: Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=EIA%3A+Environmental+Injection+Attack+on+Generalist+Web+Agents+for+Privacy+Leakage,arXiv:2409.11295,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=RedTeamCUA+Realistic+Adversarial+Testing+of+Computer-Use+Agents+in+Hybrid+Web-OS+Environments,arXiv:2503.05197,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
716,HackWorld: EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=HackWorld%3A+EVALUATING+COMPUTER-USE+AGENTS+ON+EXPLOITING+WEB+APPLICATION+VULNERABILITIES,arXiv:2501.16500,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Identifying+the+Risks+of+LM+Agents+with+an+LM-Emulated+Sandbox,arXiv:2309.15817,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Agent+Security+Bench+%28ASB%29-+Formalizing+and+Benchmarking+Attacks+and+Defenses+in+LLM-based+Agents,arXiv:2410.02644,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
746,Multimodal Situational Safety,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=Multimodal+Situational+Safety,arXiv:2410.06172,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=AgentHarm+A+Benchmark+for+Measuring+Harmfulness+of+LLM+Agents,arXiv:2410.09024,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
755,Context is Key for Agent Security,B2_NO_MATCH,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Context+is+Key+for+Agent+Security&searchtype=title,https://arxiv.org/search/?query=Context+is+Key+for+Agent+Security&searchtype=title,search_url_not_record_specific,retain Preprint/technical report; normalize arXiv identifier when available
787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,B1_ICLR,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/papers/search?q=MCP+SECURITY+BENCH+%28MSB%29-+BENCHMARKING+ATTACKS+AGAINST+MODEL+CONTEXT+PROTOCOL+IN+LLM+AGENTS,arXiv:2504.03767,search_url_not_record_specific,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
