record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
261,"Agentic AI: A Comprehensive Survey of Architectures, Applications, and Future Directions",UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Artificial Intelligence Review,https://doi.org/10.1007/s10462-025-11422-4,https://doi.org/10.1007/s10462-025-11422-4,"Exact/near-exact title match with a strong archival DOI and archival container 'Artificial Intelligence Review', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
276,"MCP-Flow: Facilitating LLM Agents to Master Real-World, Diverse and Scaling MCP Tools",UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2026.acl-long.231,https://doi.org/10.18653/v1/2026.acl-long.231,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
277,OCR-Memory: Optical Context Retrieval for Long-Horizon Agent Memory,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2026.acl-long.474,https://doi.org/10.18653/v1/2026.acl-long.474,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
278,StructMem: Structured Memory for Long-Horizon Behavior in LLMs,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers),https://doi.org/10.18653/v1/2026.acl-short.12,https://doi.org/10.18653/v1/2026.acl-short.12,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
309,Grounded Language Agent for Product Search via Intelligent Web Interactions,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,"Proceedings of the 1st Workshop on Customizable NLP: Progress and Challenges in Customizing NLP for a Domain, Application, Group, or Individual (CustomNLP4U)",https://doi.org/10.18653/v1/2024.customnlp4u-1.7,https://doi.org/10.18653/v1/2024.customnlp4u-1.7,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 1st Workshop on Customizable NLP: Progress and Challenges in Customizing NLP for a Domain, Application, Group, or Individual (CustomNLP4U)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Unconfirmed' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
325,Embodied Web Agents Bridging Physical-Digital Realms for Integrated Agent Intelligence,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-1585,https://doi.org/10.52202/085713-1585,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
360,EconWebArena Benchmarking Autonomous Agents on Economic Tasks in Realistic Web Environments,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,"Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)",https://doi.org/10.18653/v1/2026.gem-main.67,https://doi.org/10.18653/v1/2026.gem-main.67,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
390,Survey on Evaluation of LLM-based Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.1330,https://doi.org/10.18653/v1/2026.findings-acl.1330,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
455,MolmoWeb: Open Visual Web Agent and Open Data for the Open Web,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-032-37393-9_17,https://doi.org/10.1007/978-3-032-37393-9_17,"Exact/near-exact title match with a strong archival DOI and archival container 'Lecture Notes in Computer Science', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
488,WebDART: Dynamic Decomposition and Re-planning for Complex Web Tasks,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.568,https://doi.org/10.18653/v1/2026.findings-acl.568,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
509,AgentProg: Empowering Long-Horizon GUI Agents with Program-Guided Context Management,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,"Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services",https://doi.org/10.1145/3745756.3809245,https://doi.org/10.1145/3745756.3809245,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
544,INFINITEWEB: Scalable Web Environment Synthesis for GUI Agent Training,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2026.acl-long.1313,https://doi.org/10.18653/v1/2026.acl-long.1313,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
583,GUI-G1 Understanding R1-Zero-Like Training for Visual Grounding in GUI Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-3201,https://doi.org/10.52202/085713-3201,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
600,Coding Agents with Multimodal Browsing are Generalist Problem Solvers,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: EACL 2026,https://doi.org/10.18653/v1/2026.findings-eacl.318,https://doi.org/10.18653/v1/2026.findings-eacl.318,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: EACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
630,ExpSeek: Self-Triggered Experience Seeking for Web Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.1462,https://doi.org/10.18653/v1/2026.findings-acl.1462,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
654,How do Visual Attributes Influence Web Agents: A Comprehensive Evaluation of User Interface Design Factors,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.1723,https://doi.org/10.18653/v1/2026.findings-acl.1723,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
707,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-0666,https://doi.org/10.52202/085713-0666,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
710,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://doi.org/10.1109/tpami.2026.3688650,https://doi.org/10.1109/tpami.2026.3688650,"Exact/near-exact title match with a strong archival DOI and archival container 'IEEE Transactions on Pattern Analysis and Machine Intelligence', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
712,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-2676,https://doi.org/10.52202/085713-2676,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
714,Dark Patterns Meet GUI Agents: LLM Agent Susceptibility to Manipulative Interfaces and the Role of Human Oversight,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3772318.3791568,https://doi.org/10.1145/3772318.3791568,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
719,Mind the Web: The Security of Web Use Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the ACM Asia Conference on Computer and Communications Security,https://doi.org/10.1145/3779208.3805968,https://doi.org/10.1145/3779208.3805968,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the ACM Asia Conference on Computer and Communications Security', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
