record_id,title,register_status,register_venue,register_identifier,identifier_host,direct_authoritative_identifier,machine_verdict,machine_notes,found_title,found_venue,found_year,found_doi,candidate_sources,archival_evidence,suspicious_ok_preprint,priority,adjudication_decision,authoritative_evidence_url,authoritative_evidence_note,adjudicated_by,adjudicated_at
191,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,Archival published,"The Twelfth International Conference on Learning Representations (ICLR 2024), Poster",https://openreview.net/forum?id=EhrzQwsV4K,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,,2023,10.48550/arxiv.2310.02003,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
192,Lemur: Harmonizing Natural Language and Code for Language Agents,Archival published,"The Twelfth International Conference on Learning Representations (ICLR 2024), Spotlight",https://openreview.net/forum?id=hNhwSmtXRh,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Lemur: Harmonizing Natural Language and Code for Language Agents,,2023,10.48550/arxiv.2310.06830,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
215,AgentKit: Structured LLM Reasoning with Dynamic Graphs,Archival accepted,Conference on Language Modeling (COLM 2024),https://openreview.net/forum?id=PKfAq8N4fK,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentKit: Structured LLM Reasoning with Dynamic Graphs,,2024,10.48550/arxiv.2404.11483,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
233,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=nfKfAzkiez,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,,2024,10.48550/arxiv.2411.00053,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
238,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,Archival accepted,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=sRIU6k2TcU,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,,2024,10.48550/arxiv.2410.12361,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
247,LLMs are Greedy Agents: Effects of RL Fine-tuning on Decision-Making Abilities,Archival published,"International Conference on Learning Representations (ICLR 2026), Poster",https://openreview.net/forum?id=weUP6H5Ko9,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,LLMs are Greedy Agents: Effects of RL Fine-tuning on Decision-Making Abilities,,2025,10.48550/arxiv.2504.16078,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
262,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Archival accepted,"International Conference on Learning Representations, ICLR 2026",https://openreview.net/forum?id=eC4ygDs02R,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,,2025,10.48550/arxiv.2510.04618,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
320,LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects,Archival published,Transactions on Machine Learning Research,https://openreview.net/forum?id=phoneguisurvey2025,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects,,2025,10.20944/preprints202501.0413.v1,openalex:title | openalex:title | crossref:title,crossref:title: crossref type=posted-content (preprint),no,A2,PENDING,,,,
375,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,Archival published,COLM,https://openreview.net/forum?id=4HNAwZFDcH,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WorkBench: a Benchmark Dataset for Agents in a Realistic Workplace Setting,,2024,10.48550/arxiv.2405.00823,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
416,GEM: A Gym for Agentic LLMs,Archival published,ICLR 2026 (conference paper),https://openreview.net/forum?id=0Ylu01jcnu; 2510.01051,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,GEM: A Gym for Agentic LLMs,arXiv,2025,10.48550/arxiv.2510.01051,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01051,no,A2,PENDING,,,,
417,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,Archival published,ICLR 2026 (Poster),https://openreview.net/forum?id=vUaY1t64ZZ; 2510.11977,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,arXiv,2025,10.48550/arxiv.2510.11977,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.11977,no,A2,PENDING,,,,
496,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=VuTrZzrPfn,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,,2024,10.48550/arxiv.2410.18963,openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
580,Efficient Agent Training for Computer Use,Archival accepted,ICLR 2026 (Poster),https://openreview.net/forum?id=cDuA6ZNvCl; arXiv:2505.13909,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Efficient Agent Training for Computer Use,arXiv,2025,10.48550/arxiv.2505.13909,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.13909,no,A2,PENDING,,,,
584,MobileIPL Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,Archival accepted,ICLR 2026 (Poster),https://openreview.net/forum?id=PS8iu4PxKz; arXiv:2505.12299,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,MobileIPL: Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,arXiv,2025,10.48550/arxiv.2505.12299,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.12299,no,A2,PENDING,,,,
612,"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",Archival accepted,ICLR 2026 (Oral),https://openreview.net/forum?id=tG6301ORHd; arXiv:2510.24702,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",arXiv,2025,10.48550/arxiv.2510.24702,datacite:arxiv,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.24702,no,A2,PENDING,,,,
791,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,Archival published,"Transactions on Machine Learning Research (TMLR), September 2024",https://openreview.net/forum?id=oVTkOs8Pka,openreview.net,yes,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,,2024,10.48550/arxiv.2404.09932,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,A2,PENDING,,,,
